Grupo,País,ID de la estampa,Tipo de casilla,Entradas,Vendidas,Stock actual,Precio MXN,Valor total,Notas,
Especial,Coca-Cola,CC 3,Especial Coca-Cola,3,3,1,50,$50.00,,
Especial,Coca-Cola,CC 4,Especial Coca-Cola,4,3,1,50,$50.00,,
Especial,Coca-Cola,CC 5,Especial Coca-Cola,4,3,1,50,$50.00,,
Especial,Coca-Cola,CC 6,Especial Coca-Cola,4,4,0,50,$0.00,,
Especial,Coca-Cola,CC 7,Especial Coca-Cola,4,3,1,50,$50.00,,
Especial,Coca-Cola,CC 8,Especial Coca-Cola,7,3,4,50,$200.00,,
Especial,Coca-Cola,CC 9,Especial Coca-Cola,4,4,0,50,$0.00,,
Especial,Coca-Cola,CC 10,Especial Coca-Cola,5,4,1,50,$50.00,,
Especial,Coca-Cola,CC 11,Especial Coca-Cola,5,4,1,50,$50.00,,
Especial,Coca-Cola,CC 12,Especial Coca-Cola,5,3,2,50,$100.00,,
Especial,Coca-Cola,CC 13,Especial Coca-Cola,7,3,4,50,$200.00,,
Especial,Coca-Cola,CC 14,Especial Coca-Cola,3,1,2,50,$100.00,,
